TIMESTAMP,EQUIPMENTID,EQUIPMENTTYPE,FACILITYID,VIBRATION,TEMPERATURE,PRESSURE,OILLEVEL,HEALTHSCORE,MAINTENANCENEEDED
8/1/2024,EQP_1004,Valve,FAC_004,2.783,86.18,157.72,31.6668589,0.4051,TRUE
8/2/2024,EQP_1004,Valve,FAC_004,5.633,72.18,159.7,33.68414158,0.4379,TRUE
8/3/2024,EQP_1004,Valve,FAC_004,3.15,85.11,174.24,42.41337816,0.4781,TRUE
8/4/2024,EQP_1004,Valve,FAC_004,4.877,89.76,161.98,38.54042404,0.4334,TRUE
8/5/2024,EQP_1004,Valve,FAC_004,3.457,83.3,157.94,36.35893015,0.4905,TRUE
8/6/2024,EQP_1004,Valve,FAC_004,4.317,90.34,151,36.83243394,0.4073,TRUE
8/7/2024,EQP_1004,Valve,FAC_004,4.412,88.21,165.86,43.34517228,0.5078,TRUE
8/8/2024,EQP_1004,Valve,FAC_004,2.902,92.4,158.58,42.23109857,0.519,TRUE
8/9/2024,EQP_1004,Valve,FAC_004,4.747,87.1,143.49,36.03369587,0.4752,TRUE
8/10/2024,EQP_1004,Valve,FAC_004,4.798,89.69,160.92,30.80378872,0.3894,TRUE
8/11/2024,EQP_1004,Valve,FAC_004,3.796,85.96,161.11,42.94369793,0.4983,TRUE
8/12/2024,EQP_1004,Valve,FAC_004,5.619,91.57,176.66,38.57792425,0.4916,TRUE
8/13/2024,EQP_1004,Valve,FAC_004,5.003,83.6,163.41,39.13409598,0.494,TRUE
8/14/2024,EQP_1004,Valve,FAC_004,4.95,84.69,173.99,37.50539892,0.4382,TRUE
8/15/2024,EQP_1004,Valve,FAC_004,2.705,90.53,150.35,36.01289478,0.4619,TRUE
8/16/2024,EQP_1004,Valve,FAC_004,4.586,86.17,167.94,37.61981739,0.5008,TRUE
8/17/2024,EQP_1004,Valve,FAC_004,2.116,92.7,163.68,30.76540116,0.3714,TRUE
8/18/2024,EQP_1004,Valve,FAC_004,3.303,79.78,169.32,41.53553881,0.4888,TRUE
8/19/2024,EQP_1004,Valve,FAC_004,4.511,84.47,157.07,31.57317407,0.4146,TRUE
8/20/2024,EQP_1004,Valve,FAC_004,3.347,87.77,172.47,32.80388026,0.4427,TRUE
8/21/2024,EQP_1004,Valve,FAC_004,3.818,98.99,165.41,35.79701096,0.4688,TRUE
8/22/2024,EQP_1004,Valve,FAC_004,3.883,89.71,160.63,33.59252563,0.3957,TRUE
8/23/2024,EQP_1004,Valve,FAC_004,4.947,93.07,164.73,41.83979459,0.5173,TRUE
8/24/2024,EQP_1004,Valve,FAC_004,3.525,85.49,171.77,28.54555015,0.3738,TRUE
8/25/2024,EQP_1004,Valve,FAC_004,3.701,96.11,189.45,28.77534179,0.4066,TRUE
8/26/2024,EQP_1004,Valve,FAC_004,3.904,101.84,169.09,28.58097555,0.3619,TRUE
8/27/2024,EQP_1004,Valve,FAC_004,3.511,78.99,148.39,31.47989577,0.4127,TRUE
8/28/2024,EQP_1004,Valve,FAC_004,4.277,96.18,169.07,38.35560743,0.4799,TRUE
8/29/2024,EQP_1004,Valve,FAC_004,4.624,97.07,189.41,33.88961335,0.4487,TRUE
8/30/2024,EQP_1004,Valve,FAC_004,3.145,94.47,152.5,39.33662849,0.5123,TRUE
8/31/2024,EQP_1004,Valve,FAC_004,3.761,76.52,181.07,36.83794805,0.4566,TRUE
9/1/2024,EQP_1004,Valve,FAC_004,5.055,89.16,180.24,26.97052271,0.3813,TRUE
9/2/2024,EQP_1004,Valve,FAC_004,3.639,79.9,160.56,36.67450207,0.4433,TRUE
9/3/2024,EQP_1004,Valve,FAC_004,4.235,94.49,153.12,32.57231231,0.4578,TRUE
9/4/2024,EQP_1004,Valve,FAC_004,4.818,89.81,177.57,39.54067275,0.4991,TRUE
9/5/2024,EQP_1004,Valve,FAC_004,4.153,91.05,174.21,27.94502307,0.3698,TRUE
9/6/2024,EQP_1004,Valve,FAC_004,4.046,80.76,165.96,25.15646143,0.358,TRUE
9/7/2024,EQP_1004,Valve,FAC_004,3.939,90.32,146.47,28.92034765,0.3817,TRUE
9/8/2024,EQP_1004,Valve,FAC_004,2.892,89.34,175.8,41.97510337,0.5,TRUE
9/9/2024,EQP_1004,Valve,FAC_004,3.169,88.14,174.14,33.29781257,0.4383,TRUE
9/10/2024,EQP_1004,Valve,FAC_004,3.932,92.5,177.45,35.86592346,0.4313,TRUE
9/11/2024,EQP_1004,Valve,FAC_004,3.047,99.76,166.18,44.30930917,0.5102,TRUE
9/12/2024,EQP_1004,Valve,FAC_004,4.407,90.48,173.47,38.08833035,0.4798,TRUE
9/13/2024,EQP_1004,Valve,FAC_004,3.982,94.25,176.74,29.67795778,0.3851,TRUE
9/14/2024,EQP_1004,Valve,FAC_004,4.729,89.23,170.71,32.7426289,0.3735,TRUE
9/15/2024,EQP_1004,Valve,FAC_004,3.677,91.47,174.08,32.02480772,0.3963,TRUE
9/16/2024,EQP_1004,Valve,FAC_004,3.623,93.7,179.04,38.34018186,0.4618,TRUE
9/17/2024,EQP_1004,Valve,FAC_004,4.602,93.59,168.49,34.34695835,0.4035,TRUE
9/18/2024,EQP_1004,Valve,FAC_004,3.223,83.58,182.79,29.99821386,0.3996,TRUE
9/19/2024,EQP_1004,Valve,FAC_004,2.36,88.77,156.73,79.17785796,1,FALSE
9/20/2024,EQP_1004,Valve,FAC_004,4.402,92.42,180.82,34.46489563,0.4475,TRUE
9/21/2024,EQP_1004,Valve,FAC_004,3.224,91.62,182.01,39.47789853,0.4823,TRUE
9/22/2024,EQP_1004,Valve,FAC_004,3.96,90.63,172.28,29.53838214,0.3492,TRUE
9/23/2024,EQP_1004,Valve,FAC_004,3.773,87.69,188.67,27.73829546,0.3614,TRUE
9/24/2024,EQP_1004,Valve,FAC_004,3.488,92.52,164.82,36.27581116,0.432,TRUE
9/25/2024,EQP_1004,Valve,FAC_004,3.324,84.14,158.18,44.12616693,0.4961,TRUE
9/26/2024,EQP_1004,Valve,FAC_004,4.658,82.87,198.59,35.08857697,0.4091,TRUE
9/27/2024,EQP_1004,Valve,FAC_004,5.022,83.7,187.48,35.57032506,0.4833,TRUE
9/28/2024,EQP_1004,Valve,FAC_004,4.087,94.69,158.57,35.89561671,0.4595,TRUE
9/29/2024,EQP_1004,Valve,FAC_004,4.03,82.81,162.78,34.4484794,0.4179,TRUE
9/30/2024,EQP_1004,Valve,FAC_004,2.96,88.19,179.74,41.74830256,0.4509,TRUE
10/1/2024,EQP_1004,Valve,FAC_004,3.789,88.3,170.97,38.51640958,0.4723,TRUE
10/2/2024,EQP_1004,Valve,FAC_004,3.061,77.47,152.68,36.61387045,0.4722,TRUE
10/3/2024,EQP_1004,Valve,FAC_004,3.773,90.5,163,28.00385225,0.3609,TRUE
10/4/2024,EQP_1004,Valve,FAC_004,3.85,89.67,163.09,30.64400696,0.3952,TRUE
10/5/2024,EQP_1004,Valve,FAC_004,3.804,82.96,166.85,32.05287741,0.401,TRUE
10/6/2024,EQP_1004,Valve,FAC_004,5.091,87.05,180.63,37.13826951,0.4643,TRUE
10/7/2024,EQP_1004,Valve,FAC_004,3.36,93.12,177.49,33.60644605,0.4306,TRUE
10/8/2024,EQP_1004,Valve,FAC_004,3.773,105.72,162.76,28.39276067,0.3542,TRUE
10/9/2024,EQP_1004,Valve,FAC_004,2.495,80.43,156.21,26.3638621,0.3669,TRUE
10/10/2024,EQP_1004,Valve,FAC_004,2.81,87.17,144.27,34.7620929,0.4357,TRUE
10/11/2024,EQP_1004,Valve,FAC_004,3.04,85.66,152.59,35.65910095,0.4598,TRUE
10/12/2024,EQP_1004,Valve,FAC_004,5.468,86.6,154.61,38.89610454,0.4762,TRUE
10/13/2024,EQP_1004,Valve,FAC_004,3.369,95.83,171.66,28.03650646,0.3317,TRUE
10/14/2024,EQP_1004,Valve,FAC_004,4.206,79.28,181.4,29.02503075,0.3631,TRUE
10/15/2024,EQP_1004,Valve,FAC_004,2.945,76.2,166.57,26.23011494,0.3528,TRUE
10/16/2024,EQP_1004,Valve,FAC_004,5.555,77.71,165.35,28.76120784,0.3362,TRUE
10/17/2024,EQP_1004,Valve,FAC_004,2.915,91.67,165.79,33.31342361,0.3924,TRUE
10/18/2024,EQP_1004,Valve,FAC_004,3.261,88.33,154.11,34.958269,0.4433,TRUE
10/19/2024,EQP_1004,Valve,FAC_004,3.658,80.79,168.05,38.48871592,0.4935,TRUE
10/20/2024,EQP_1004,Valve,FAC_004,4.706,81.9,151.01,31.62178031,0.4251,TRUE
10/21/2024,EQP_1004,Valve,FAC_004,4.178,77.42,154.56,38.01436962,0.4908,TRUE
10/22/2024,EQP_1004,Valve,FAC_004,3.542,85.64,169.77,26.61201501,0.3706,TRUE
10/23/2024,EQP_1004,Valve,FAC_004,3.219,91.35,177.59,26.555118,0.3575,TRUE
10/24/2024,EQP_1004,Valve,FAC_004,5.822,97.87,179.87,28.11490382,0.3565,TRUE
10/25/2024,EQP_1004,Valve,FAC_004,4.026,82.51,159.32,33.60979413,0.4536,TRUE
10/26/2024,EQP_1004,Valve,FAC_004,4.131,88.52,178.24,27.56338385,0.3428,TRUE
10/27/2024,EQP_1004,Valve,FAC_004,3.428,82.58,175.79,36.40905408,0.4043,TRUE
10/28/2024,EQP_1004,Valve,FAC_004,3.394,88.18,183.3,35.09376229,0.4091,TRUE
10/29/2024,EQP_1004,Valve,FAC_004,4.101,95.35,176.08,28.99764751,0.3392,TRUE
10/30/2024,EQP_1004,Valve,FAC_004,2.894,108.25,157.5,23.9020397,0.3273,TRUE
10/31/2024,EQP_1004,Valve,FAC_004,4.161,101.41,161.02,31.3706786,0.3916,TRUE
11/1/2024,EQP_1004,Valve,FAC_004,4.133,82.39,184.94,32.27448845,0.3694,TRUE
11/2/2024,EQP_1004,Valve,FAC_004,4.272,97.6,189.3,34.40117786,0.4164,TRUE
11/3/2024,EQP_1004,Valve,FAC_004,4.953,85.33,171.98,35.75380237,0.4524,TRUE
11/4/2024,EQP_1004,Valve,FAC_004,4.603,95.19,159.95,23.0054107,0.3182,TRUE
11/5/2024,EQP_1004,Valve,FAC_004,4.091,93.11,170.28,27.1609456,0.3264,TRUE
11/6/2024,EQP_1004,Valve,FAC_004,4.123,93.87,169.54,31.90617813,0.4077,TRUE
11/7/2024,EQP_1004,Valve,FAC_004,2.879,86.57,171.81,34.18848293,0.4552,TRUE
11/8/2024,EQP_1004,Valve,FAC_004,6.496,96.71,168.9,30.88964865,0.3887,TRUE
11/9/2024,EQP_1004,Valve,FAC_004,5.847,91.12,163.15,24.03270604,0.3569,TRUE
11/10/2024,EQP_1004,Valve,FAC_004,4.368,96.13,162.14,25.93982774,0.3384,TRUE
11/11/2024,EQP_1004,Valve,FAC_004,4.321,96.15,177.15,34.98613099,0.3985,TRUE
11/12/2024,EQP_1004,Valve,FAC_004,3.088,81,184.08,24.14900398,0.3472,TRUE
11/13/2024,EQP_1004,Valve,FAC_004,4.387,85.22,164.2,38.4200008,0.4692,TRUE
11/14/2024,EQP_1004,Valve,FAC_004,3.655,85.52,157.69,27.50662361,0.357,TRUE
11/15/2024,EQP_1004,Valve,FAC_004,4.145,87.88,176.45,36.06098585,0.4324,TRUE
11/16/2024,EQP_1004,Valve,FAC_004,3.274,87.08,172.75,25.10673249,0.3155,TRUE
11/17/2024,EQP_1004,Valve,FAC_004,4.998,87.9,180.46,34.18764308,0.4039,TRUE
11/18/2024,EQP_1004,Valve,FAC_004,3.463,88.45,152.38,35.2182037,0.3993,TRUE
11/19/2024,EQP_1004,Valve,FAC_004,4.698,93.15,194.62,25.5946874,0.3277,TRUE
11/20/2024,EQP_1004,Valve,FAC_004,3.272,87.95,162.6,27.65166424,0.338,TRUE
11/21/2024,EQP_1004,Valve,FAC_004,5.165,86.07,159.02,30.44175592,0.3685,TRUE
11/22/2024,EQP_1004,Valve,FAC_004,4.74,89.26,171.09,31.57457417,0.4243,TRUE
11/23/2024,EQP_1004,Valve,FAC_004,2.838,98.63,159.67,25.89408456,0.3321,TRUE
11/24/2024,EQP_1004,Valve,FAC_004,3.75,87.63,179.01,33.7589812,0.4035,TRUE
11/25/2024,EQP_1004,Valve,FAC_004,4.094,86.57,166.99,32.43037148,0.4454,TRUE
11/26/2024,EQP_1004,Valve,FAC_004,2.079,87.04,170.48,36.61612856,0.4394,TRUE
11/27/2024,EQP_1004,Valve,FAC_004,2.483,90.26,173.57,35.56469219,0.4466,TRUE
11/28/2024,EQP_1004,Valve,FAC_004,4.196,87.47,184.72,35.73078305,0.4226,TRUE
11/29/2024,EQP_1004,Valve,FAC_004,3.939,72.94,167.71,34.84517496,0.4723,TRUE
11/30/2024,EQP_1004,Valve,FAC_004,4.047,81.24,179.03,39.86888547,0.4579,TRUE
12/1/2024,EQP_1004,Valve,FAC_004,2.63,86.26,161.33,40.10039259,0.4547,TRUE
12/2/2024,EQP_1004,Valve,FAC_004,4.886,88.11,169.83,23.09378986,0.3243,TRUE
12/3/2024,EQP_1004,Valve,FAC_004,3.85,85.73,173.53,29.14168644,0.3526,TRUE
12/4/2024,EQP_1004,Valve,FAC_004,4.915,90.81,170.05,26.38133876,0.3155,TRUE
12/5/2024,EQP_1004,Valve,FAC_004,4.001,77.78,171.51,36.57867741,0.4735,TRUE
12/6/2024,EQP_1004,Valve,FAC_004,2.143,91.57,176.41,25.44234695,0.3235,TRUE
12/7/2024,EQP_1004,Valve,FAC_004,3.757,94.61,179.75,35.5299919,0.4388,TRUE
12/8/2024,EQP_1004,Valve,FAC_004,2.934,85.74,182.81,34.90558866,0.4317,TRUE
12/9/2024,EQP_1004,Valve,FAC_004,2.202,73.67,171.22,32.74541858,0.4171,TRUE
12/10/2024,EQP_1004,Valve,FAC_004,3.752,87.07,157.33,26.7538518,0.3638,TRUE
12/11/2024,EQP_1004,Valve,FAC_004,2.182,83.47,146.18,36.80369071,0.4769,TRUE
12/12/2024,EQP_1004,Valve,FAC_004,5.397,91.16,180.3,29.25720621,0.3685,TRUE
12/13/2024,EQP_1004,Valve,FAC_004,3.689,85.36,164,34.77864197,0.4128,TRUE
12/14/2024,EQP_1004,Valve,FAC_004,3.892,91.57,190.04,36.52457378,0.4362,TRUE
12/15/2024,EQP_1004,Valve,FAC_004,3.126,88.45,171.18,30.06512563,0.3871,TRUE
12/16/2024,EQP_1004,Valve,FAC_004,5.094,95.19,152.12,37.6599818,0.4457,TRUE
12/17/2024,EQP_1004,Valve,FAC_004,5.3,95.38,182.83,31.14854815,0.4391,TRUE
12/18/2024,EQP_1004,Valve,FAC_004,3.325,89.02,167,26.84191594,0.347,TRUE
12/19/2024,EQP_1004,Valve,FAC_004,3.5,84.6,186.2,24.90140166,0.3183,TRUE
12/20/2024,EQP_1004,Valve,FAC_004,3.29,91.71,170.88,34.72536475,0.4363,TRUE
12/21/2024,EQP_1004,Valve,FAC_004,4.057,79.7,168.93,36.13894115,0.4545,TRUE
12/22/2024,EQP_1004,Valve,FAC_004,3.845,82.47,185.32,25.53344329,0.3032,TRUE
12/23/2024,EQP_1004,Valve,FAC_004,4.419,86.16,179.48,25.82228639,0.3335,TRUE
12/24/2024,EQP_1004,Valve,FAC_004,3.733,93.41,155.46,25.15706801,0.3737,TRUE
12/25/2024,EQP_1004,Valve,FAC_004,2.131,83.04,143.08,30.58615426,0.4373,TRUE
12/26/2024,EQP_1004,Valve,FAC_004,4.475,90.16,146.77,28.19115291,0.3921,TRUE
12/27/2024,EQP_1004,Valve,FAC_004,5.172,88.5,180.3,23.77169543,0.3526,TRUE
12/28/2024,EQP_1004,Valve,FAC_004,2.133,92.99,156.43,35.82531502,0.4373,TRUE
12/29/2024,EQP_1004,Valve,FAC_004,4.309,89.66,163.14,32.73183623,0.4073,TRUE
12/30/2024,EQP_1004,Valve,FAC_004,5.502,100.5,172.12,29.34251701,0.3506,TRUE
12/31/2024,EQP_1004,Valve,FAC_004,4.428,100.72,168.15,23.10411696,0.29,TRUE
1/1/2025,EQP_1004,Valve,FAC_004,4.591,83.76,161.46,23.5447134,0.311,TRUE
1/2/2025,EQP_1004,Valve,FAC_004,3.708,82.54,153.49,29.83242435,0.343,TRUE
1/3/2025,EQP_1004,Valve,FAC_004,5.059,97.92,162.96,21.77172083,0.3019,TRUE
1/4/2025,EQP_1004,Valve,FAC_004,3.976,83.9,184.99,29.72019822,0.3858,TRUE
1/5/2025,EQP_1004,Valve,FAC_004,5.169,82.75,165.93,39.26075649,0.467,TRUE
1/6/2025,EQP_1004,Valve,FAC_004,2.823,88.71,184.05,27.85291157,0.3525,TRUE
1/7/2025,EQP_1004,Valve,FAC_004,3.572,95.24,180.43,26.95980725,0.3368,TRUE
1/8/2025,EQP_1004,Valve,FAC_004,3.897,95.33,174.28,24.64206303,0.3024,TRUE
1/9/2025,EQP_1004,Valve,FAC_004,5.685,75.39,165.07,33.54133131,0.3681,TRUE
1/10/2025,EQP_1004,Valve,FAC_004,4.818,87.89,168.68,40.9709255,0.4467,TRUE
1/11/2025,EQP_1004,Valve,FAC_004,4.617,92.19,165.03,27.41406221,0.3345,TRUE
1/12/2025,EQP_1004,Valve,FAC_004,4.135,89.22,173.79,25.36016247,0.3084,TRUE
1/13/2025,EQP_1004,Valve,FAC_004,4.988,86.37,178.96,23.18165293,0.2836,TRUE
1/14/2025,EQP_1004,Valve,FAC_004,4.869,105.43,167.83,36.17091519,0.4487,TRUE
1/15/2025,EQP_1004,Valve,FAC_004,2.962,88.74,178.92,26.45504773,0.3273,TRUE
1/16/2025,EQP_1004,Valve,FAC_004,3.345,87.72,172.12,36.33749841,0.4152,TRUE
1/17/2025,EQP_1004,Valve,FAC_004,3.178,88.76,162.17,33.61353444,0.43,TRUE
1/18/2025,EQP_1004,Valve,FAC_004,3.438,84.84,163.36,40.77476237,0.4533,TRUE
1/19/2025,EQP_1004,Valve,FAC_004,2.996,82.73,173.65,32.56135778,0.4008,TRUE
1/20/2025,EQP_1004,Valve,FAC_004,2.539,93.51,157.13,29.86204152,0.4189,TRUE
1/21/2025,EQP_1004,Valve,FAC_004,4.508,88.78,189.89,26.44720212,0.2963,TRUE
1/22/2025,EQP_1004,Valve,FAC_004,2.83,92.59,192.87,23.4472081,0.2894,TRUE
1/23/2025,EQP_1004,Valve,FAC_004,5.275,79.77,171.72,26.13051063,0.3405,TRUE
1/24/2025,EQP_1004,Valve,FAC_004,4.207,78.37,160.23,34.01890358,0.4284,TRUE
1/25/2025,EQP_1004,Valve,FAC_004,6.08,89.53,158.18,27.95086436,0.3528,TRUE
1/26/2025,EQP_1004,Valve,FAC_004,4.988,84.07,149.87,22.85064854,0.279,TRUE
1/27/2025,EQP_1004,Valve,FAC_004,2.195,93.31,159.29,32.21208692,0.416,TRUE
1/28/2025,EQP_1004,Valve,FAC_004,3.952,92.59,169.69,28.38247849,0.3416,TRUE
1/29/2025,EQP_1004,Valve,FAC_004,4.428,92.93,159.33,29.83657669,0.3764,TRUE
1/30/2025,EQP_1004,Valve,FAC_004,3.317,90.07,177.33,25.75524001,0.3251,TRUE
1/31/2025,EQP_1004,Valve,FAC_004,3.754,97.17,172.58,37.30566568,0.4172,TRUE
2/1/2025,EQP_1004,Valve,FAC_004,3.05,96.33,157.43,27.66816489,0.3331,TRUE
2/2/2025,EQP_1004,Valve,FAC_004,3.52,92.57,170.3,30.25272865,0.4087,TRUE
2/3/2025,EQP_1004,Valve,FAC_004,3.754,85.42,169.02,39.15673323,0.4536,TRUE
2/4/2025,EQP_1004,Valve,FAC_004,3.823,84.83,176.44,22.66922893,0.2664,TRUE
2/5/2025,EQP_1004,Valve,FAC_004,4.495,94.8,165.01,24.48828518,0.2929,TRUE
2/6/2025,EQP_1004,Valve,FAC_004,4.728,96.66,169.14,19.97020335,0.2655,TRUE
2/7/2025,EQP_1004,Valve,FAC_004,5.43,89.2,176.84,21.24674858,0.2624,TRUE
2/8/2025,EQP_1004,Valve,FAC_004,3.485,90.41,171.45,25.56773445,0.3194,TRUE
2/9/2025,EQP_1004,Valve,FAC_004,3.98,91.97,189.66,22.06243025,0.2814,TRUE
2/10/2025,EQP_1004,Valve,FAC_004,4.536,80.93,194.37,28.26029638,0.3345,TRUE
2/11/2025,EQP_1004,Valve,FAC_004,3.669,97.64,166.67,40.36184506,0.4472,TRUE
2/12/2025,EQP_1004,Valve,FAC_004,3.429,81.29,172.31,35.92486287,0.4446,TRUE
2/13/2025,EQP_1004,Valve,FAC_004,2.813,97.1,162.33,22.52098988,0.2735,TRUE
2/14/2025,EQP_1004,Valve,FAC_004,5.487,91.29,183.45,32.0810722,0.3696,TRUE
2/15/2025,EQP_1004,Valve,FAC_004,4.229,86.39,142.78,30.04979499,0.3629,TRUE
2/16/2025,EQP_1004,Valve,FAC_004,4.472,93.07,203.42,21.20476157,0.2585,TRUE
2/17/2025,EQP_1004,Valve,FAC_004,3.415,98.37,157.45,21.3982929,0.2871,TRUE
2/18/2025,EQP_1004,Valve,FAC_004,4.735,88.72,164.64,32.53382821,0.3826,TRUE
2/19/2025,EQP_1004,Valve,FAC_004,4.035,89.91,160.31,30.49303109,0.4001,TRUE
2/20/2025,EQP_1004,Valve,FAC_004,3.533,91.19,167.26,25.18781016,0.2903,TRUE
2/21/2025,EQP_1004,Valve,FAC_004,5.63,89.7,174.84,24.36785334,0.2883,TRUE
2/22/2025,EQP_1004,Valve,FAC_004,3.894,90.04,176.06,29.37467071,0.3344,TRUE
2/23/2025,EQP_1004,Valve,FAC_004,4.191,87.28,169.76,33.04890934,0.4361,TRUE
2/24/2025,EQP_1004,Valve,FAC_004,5.419,95.13,164.62,28.08547818,0.3288,TRUE
2/25/2025,EQP_1004,Valve,FAC_004,4.716,95.32,161.73,27.6991206,0.3305,TRUE
2/26/2025,EQP_1004,Valve,FAC_004,4.437,83.81,167.42,27.95018276,0.3772,TRUE
2/27/2025,EQP_1004,Valve,FAC_004,4.889,92.94,183.74,21.60568125,0.2711,TRUE
2/28/2025,EQP_1004,Valve,FAC_004,3.172,97.57,156.59,29.6893024,0.3968,TRUE
3/1/2025,EQP_1004,Valve,FAC_004,3.696,79.17,170.92,35.67679614,0.4376,TRUE
3/2/2025,EQP_1004,Valve,FAC_004,3.985,90.35,148.76,22.6621638,0.2802,TRUE
3/3/2025,EQP_1004,Valve,FAC_004,4.313,77.63,189.03,29.71945962,0.3993,TRUE
3/4/2025,EQP_1004,Valve,FAC_004,3.76,82.98,159.49,33.89420744,0.4372,TRUE
3/5/2025,EQP_1004,Valve,FAC_004,4.341,86.93,163.64,21.37933264,0.2631,TRUE
3/6/2025,EQP_1004,Valve,FAC_004,4.425,81.21,166.45,25.66608496,0.3378,TRUE
3/7/2025,EQP_1004,Valve,FAC_004,4.041,88.49,163,33.95495562,0.4306,TRUE
3/8/2025,EQP_1004,Valve,FAC_004,5.629,90.06,183.32,25.74010657,0.301,TRUE
3/9/2025,EQP_1004,Valve,FAC_004,4.737,87.94,172.48,26.03284362,0.3626,TRUE
3/10/2025,EQP_1004,Valve,FAC_004,4.683,84.34,176.42,25.12545213,0.322,TRUE
3/11/2025,EQP_1004,Valve,FAC_004,3.981,84.51,174.01,32.6909149,0.4169,TRUE
3/12/2025,EQP_1004,Valve,FAC_004,6.018,83.13,170.39,22.44812722,0.2727,TRUE
3/13/2025,EQP_1004,Valve,FAC_004,4.289,93.38,172.64,33.5545692,0.4373,TRUE
3/14/2025,EQP_1004,Valve,FAC_004,3.799,91.77,179.24,20.79988197,0.2482,TRUE
3/15/2025,EQP_1004,Valve,FAC_004,3.262,89.64,182.22,20.46309654,0.2622,TRUE
3/16/2025,EQP_1004,Valve,FAC_004,4.98,93.91,176.38,27.90870961,0.3779,TRUE
3/17/2025,EQP_1004,Valve,FAC_004,2.584,101.52,140.03,21.34930295,0.3141,TRUE
3/18/2025,EQP_1004,Valve,FAC_004,3.605,82.88,170.92,28.9127907,0.3736,TRUE
3/19/2025,EQP_1004,Valve,FAC_004,4.569,91.56,170.66,29.90630699,0.3556,TRUE
3/20/2025,EQP_1004,Valve,FAC_004,4.31,92.66,178.89,31.89834572,0.3761,TRUE
3/21/2025,EQP_1004,Valve,FAC_004,4.786,84.65,184.93,19.64558304,0.2606,TRUE
3/22/2025,EQP_1004,Valve,FAC_004,1.801,89.5,161.77,21.58450089,0.259,TRUE
3/23/2025,EQP_1004,Valve,FAC_004,4.187,89.02,180.66,20.07917194,0.237,TRUE
3/24/2025,EQP_1004,Valve,FAC_004,4.275,81.59,169.75,33.01140537,0.3983,TRUE
3/25/2025,EQP_1004,Valve,FAC_004,4.264,83.37,168.68,22.45826715,0.2794,TRUE
3/26/2025,EQP_1004,Valve,FAC_004,1.574,84.8,171.42,35.23964528,0.4161,TRUE
3/27/2025,EQP_1004,Valve,FAC_004,5.297,96.86,166.9,27.50865467,0.3068,TRUE
3/28/2025,EQP_1004,Valve,FAC_004,5.028,98.77,167.52,33.17806406,0.4099,TRUE
3/29/2025,EQP_1004,Valve,FAC_004,4.422,85.25,154.91,20.54329455,0.2617,TRUE
3/30/2025,EQP_1004,Valve,FAC_004,4.793,97.6,173.25,21.68616995,0.2918,TRUE
3/31/2025,EQP_1004,Valve,FAC_004,4.813,95.24,184.35,21.64099995,0.2478,TRUE
4/1/2025,EQP_1004,Valve,FAC_004,4.188,78.99,166.76,35.32375742,0.4332,TRUE
4/2/2025,EQP_1004,Valve,FAC_004,4.526,93.94,171.17,19.82259731,0.2712,TRUE
4/3/2025,EQP_1004,Valve,FAC_004,4.748,105.14,149.48,22.10881195,0.2669,TRUE
4/4/2025,EQP_1004,Valve,FAC_004,3.896,88.17,168.84,21.41067831,0.3045,TRUE
4/5/2025,EQP_1004,Valve,FAC_004,2.059,93.26,181.41,24.02219396,0.3007,TRUE
4/6/2025,EQP_1004,Valve,FAC_004,3.4,77.81,170.13,36.35024343,0.4278,TRUE
4/7/2025,EQP_1004,Valve,FAC_004,3.55,94.39,171.74,23.77920741,0.3098,TRUE
4/8/2025,EQP_1004,Valve,FAC_004,3.752,95.2,158.9,22.74400151,0.2744,TRUE
4/9/2025,EQP_1004,Valve,FAC_004,4.952,89.17,174.06,23.26433195,0.2919,TRUE
4/10/2025,EQP_1004,Valve,FAC_004,3.357,94.47,177.59,27.55816935,0.3269,TRUE
4/11/2025,EQP_1004,Valve,FAC_004,5.503,88.56,176.78,25.2658723,0.2586,TRUE
4/12/2025,EQP_1004,Valve,FAC_004,4.256,85.7,176.79,21.00019543,0.2668,TRUE
4/13/2025,EQP_1004,Valve,FAC_004,3.172,99.05,179.85,19.21595274,0.2296,TRUE
4/14/2025,EQP_1004,Valve,FAC_004,3.788,92.45,160.97,25.63569039,0.3295,TRUE
4/15/2025,EQP_1004,Valve,FAC_004,3.326,91.35,185.83,31.39382661,0.3992,TRUE
4/16/2025,EQP_1004,Valve,FAC_004,5.172,96.88,191.75,19.80643819,0.2364,TRUE
4/17/2025,EQP_1004,Valve,FAC_004,3.967,87.63,176.28,20.27944203,0.2431,TRUE
4/18/2025,EQP_1004,Valve,FAC_004,3.14,97.54,181.46,24.80349924,0.3375,TRUE
4/19/2025,EQP_1004,Valve,FAC_004,3.8,79.01,169.24,34.49414622,0.4201,TRUE
4/20/2025,EQP_1004,Valve,FAC_004,4.282,85.81,193.05,34.55330797,0.4246,TRUE
4/21/2025,EQP_1004,Valve,FAC_004,3.378,84.43,164.63,26.61818879,0.3434,TRUE
4/22/2025,EQP_1004,Valve,FAC_004,3.158,79.67,173.94,25.04270835,0.3109,TRUE
4/23/2025,EQP_1004,Valve,FAC_004,4.271,97.46,161.11,29.65479039,0.3666,TRUE
4/24/2025,EQP_1004,Valve,FAC_004,4.829,82.55,172.78,34.34177795,0.4035,TRUE
4/25/2025,EQP_1004,Valve,FAC_004,5.443,81.46,176.68,27.32098214,0.3843,TRUE
