DATE,WTIPRICE,BRENTPRICE,EVENTTYPE,EVENTIMPACT,WEATHERIMPACT,INVENTORYLEVEL,DEMANDFORECAST,"('DATE', '')","('WTIPRICE', 'CL=F')","('BrentPRICE', 'BZ=F')"
2021-05-12,59.0,60.57,normal,0.0,0.0,334.3527247,1.080031598,,,
2021-05-13,64.62,69.61,OPEC_meeting,1.36,0.0,363.7595744,0.914999565,,,
2021-05-14,60.86,63.4,normal,0.0,0.0,269.0022628,1.031135233,,,
2021-05-15,62.09,64.16,normal,0.0,0.0,348.5510335,1.056887412,,,
2021-05-16,65.31,69.07,normal,0.0,0.0,342.4496217,0.933500897,,,
2021-05-17,61.97,64.65,normal,0.0,0.0,276.1322687,0.919363769,,,
2021-05-18,60.6,62.13,normal,0.0,0.0,276.544065,1.084361845,,,
2021-05-19,63.03,65.76,normal,0.0,0.0,287.4362138,1.071040947,,,
2021-05-20,63.47,66.88,normal,0.0,0.0,360.1187684,0.924640145,,,
2021-05-21,61.97,65.18,normal,0.0,0.0,272.9311263,1.078838301,,,
2021-05-22,63.96,66.31,normal,0.0,0.0,344.5095294,0.971127484,,,
2021-05-23,63.87,66.48,normal,0.0,0.0,343.0717864,1.10390982,,,
2021-05-24,61.97,64.52,normal,0.0,0.0,274.5523327,1.007665346,,,
2021-05-25,60.76,63.67,normal,0.0,0.0,356.9161337,1.031073533,,,
2021-05-26,69.96,72.18,normal,0.0,0.0,358.8098048,1.089837979,,,
2021-05-27,65.03,68.86,normal,0.0,0.0,309.0443796,1.216779579,,,
2021-05-28,62.32,65.17,normal,0.0,0.0,365.8525072,0.94030615,,,
2021-05-29,66.25,71.63,normal,0.0,0.0,327.2165636,1.206495292,,,
2021-05-30,63.23,65.77,normal,0.0,0.0,335.5038953,0.950628673,,,
2021-05-31,69.28,72.32,normal,0.0,0.0,373.3417122,1.028403005,,,
2021-06-01,66.34,68.84,normal,0.0,0.0,373.9194514,0.90917654,,,
2021-06-02,64.54,67.81,normal,0.0,0.0,287.906683,1.194402223,,,
2021-06-03,62.16,66.85,normal,0.0,0.0,350.4599532,1.153294867,,,
2021-06-04,64.75,69.72,normal,0.0,0.0,298.816996,0.841955249,,,
2021-06-05,65.45,68.21,normal,0.0,0.0,396.1624138,1.169944623,,,
2021-06-06,66.47,71.53,normal,0.0,0.0,310.6712123,1.275704549,,,
2021-06-07,67.56,72.82,normal,0.0,0.0,378.8441867,1.06457433,,,
2021-06-08,67.02,69.5,normal,0.0,0.0,261.9046935,0.934157581,,,
2021-06-09,66.54,70.93,normal,0.0,-1.846382319,283.2954604,0.931070127,,,
2021-06-10,70.78,74.94,normal,0.0,0.0,358.9032982,1.003483604,,,
2021-06-11,65.23,67.05,normal,0.0,0.0,425.6570389,0.828249047,,,
2021-06-12,68.5,71.16,normal,0.0,0.0,275.8129898,0.786698728,,,
2021-06-13,66.97,71.12,normal,0.0,0.0,438.5999241,0.93694604,,,
2021-06-14,67.83,69.04,normal,0.0,0.0,440.7513882,1.010222106,,,
2021-06-15,71.73,75.49,normal,0.0,0.0,352.6421031,1.048207605,,,
2021-06-16,71.07,74.92,normal,0.0,0.0,328.7223975,0.962097979,,,
2021-06-17,67.85,68.89,normal,0.0,0.0,323.9712645,1.163779704,,,
2021-06-18,68.8,72.73,normal,0.0,0.0,326.4504912,0.999144244,,,
2021-06-19,70.52,73.36,normal,0.0,0.0,408.333689,1.125431166,,,
2021-06-20,73.69,77.72,normal,0.0,0.0,314.9099043,0.871319174,,,
2021-06-21,69.99,73.77,normal,0.0,0.0,464.6272853,1.250757816,,,
2021-06-22,62.45,65.54,normal,0.0,0.0,320.3905686,0.837162027,,,
2021-06-23,74.84,74.8,normal,0.0,0.0,328.134486,1.206722253,,,
2021-06-24,71.0,73.62,normal,0.0,-2.430396638,362.1832793,1.035873251,,,
2021-06-25,67.5,71.93,normal,0.0,-1.95909252,364.955497,1.045007376,,,
2021-06-26,72.66,75.36,normal,0.0,0.0,337.6569565,1.162921032,,,
2021-06-27,72.3,75.22,normal,0.0,0.0,399.101071,1.000387217,,,
2021-06-28,72.28,76.94,normal,0.0,0.0,395.6905802,1.125597383,,,
2021-06-29,72.23,75.13,normal,0.0,0.0,353.3052663,1.025028807,,,
2021-06-30,70.18,75.56,normal,0.0,0.0,319.4626967,1.09221578,,,
2021-07-01,71.04,74.53,normal,0.0,0.0,251.8839072,1.127766262,,,
2021-07-02,72.89,76.17,normal,0.0,0.0,303.008543,1.277272776,,,
2021-07-03,76.07,78.96,normal,0.0,0.0,333.4541031,1.107330775,,,
2021-07-04,73.27,77.21,normal,0.0,0.0,323.4850002,0.949798548,,,
2021-07-05,74.96,79.55,normal,0.0,0.0,311.8815671,0.986989879,,,
2021-07-06,71.0,73.18,normal,0.0,0.0,222.7676913,0.956402339,,,
2021-07-07,72.48,77.04,normal,0.0,0.0,338.5110179,0.966943479,,,
2021-07-08,73.41,77.35,normal,0.0,0.0,310.0404955,0.800050345,,,
2021-07-09,72.64,76.74,normal,0.0,0.0,383.2759916,0.798886481,,,
2021-07-10,74.74,78.2,normal,0.0,0.0,378.0279779,1.087847991,,,
2021-07-11,72.52,74.46,normal,0.0,0.0,279.0184406,0.950796894,,,
2021-07-12,73.71,78.08,normal,0.0,0.0,334.8159904,0.965489164,,,
2021-07-13,70.23,74.09,inventory_report,-2.19,0.0,347.2228243,1.186693846,,,
2021-07-14,74.87,78.48,normal,0.0,0.0,366.2660259,0.98456893,,,
2021-07-15,75.69,77.72,normal,0.0,0.0,347.5406631,0.935311958,,,
2021-07-16,78.49,82.81,normal,0.0,0.0,259.7824778,1.106987773,,,
2021-07-17,78.68,81.82,normal,0.0,0.0,417.73401,0.911021643,,,
2021-07-18,77.77,81.1,normal,0.0,0.0,360.731297,0.917643469,,,
2021-07-19,75.43,80.1,normal,0.0,0.0,315.4304345,0.93554862,,,
2021-07-20,75.64,80.04,normal,0.0,-2.906430327,420.6804392,1.041766179,,,
2021-07-21,76.68,79.5,normal,0.0,0.0,292.7990398,0.988830121,,,
2021-07-22,77.94,80.74,normal,0.0,0.0,314.1307159,0.965089215,,,
2021-07-23,76.12,79.38,normal,0.0,-1.72593659,339.8305979,0.883866482,,,
2021-07-24,77.34,80.7,normal,0.0,0.0,345.8890858,1.105176622,,,
2021-07-25,78.79,82.19,normal,0.0,-1.884405878,426.0718736,0.959565257,,,
2021-07-26,74.8,78.41,normal,0.0,0.0,379.5444967,0.831381077,,,
2021-07-27,78.58,82.07,normal,0.0,0.0,400.7041497,1.061163614,,,
2021-07-28,76.18,80.88,normal,0.0,0.0,373.3667572,0.99467177,,,
2021-07-29,79.13,83.8,normal,0.0,0.0,377.8512986,1.105081468,,,
2021-07-30,78.09,79.43,normal,0.0,0.0,353.1634015,1.032469659,,,
2021-07-31,80.07,83.73,normal,0.0,0.0,289.5482577,1.070863197,,,
2021-08-01,81.88,87.23,normal,0.0,0.0,403.9792635,1.168666983,,,
2021-08-02,78.25,82.84,normal,0.0,0.0,357.6816846,0.970654185,,,
2021-08-03,80.69,85.61,normal,0.0,0.0,443.1626469,0.954757937,,,
2021-08-04,77.3,80.16,normal,0.0,0.0,318.7080061,1.083275025,,,
2021-08-05,78.53,82.22,normal,0.0,0.0,400.4828061,0.933002688,,,
2021-08-06,80.45,84.51,normal,0.0,0.0,265.1192715,0.978771915,,,
2021-08-07,80.36,84.34,normal,0.0,-1.712376091,296.2138058,0.945954049,,,
2021-08-08,79.94,84.39,normal,0.0,0.0,408.2380568,1.184045154,,,
2021-08-09,80.44,85.74,normal,0.0,0.0,369.2853865,1.156054981,,,
2021-08-10,83.87,87.14,normal,0.0,0.0,319.0987841,0.943789978,,,
2021-08-11,83.64,87.91,normal,0.0,0.0,208.5099278,1.04331411,,,
2021-08-12,76.67,81.55,normal,0.0,0.0,304.0657438,0.922883007,,,
2021-08-13,78.95,81.43,normal,0.0,0.0,358.1880768,1.090278197,,,
2021-08-14,81.25,85.52,normal,0.0,0.0,358.2340752,0.987839926,,,
2021-08-15,79.89,83.11,normal,0.0,0.0,241.3293773,1.084101711,,,
2021-08-16,79.04,83.15,normal,0.0,0.0,456.0586168,0.842124779,,,
2021-08-17,76.64,81.07,normal,0.0,0.0,313.9597453,1.077643092,,,
2021-08-18,79.05,83.43,normal,0.0,0.0,383.4155644,1.100289974,,,
2021-08-19,82.13,85.57,normal,0.0,0.0,343.8808868,1.064771821,,,
2021-08-20,82.68,88.2,normal,0.0,0.0,387.2127934,1.029043396,,,
2021-08-21,78.83,82.51,normal,0.0,0.0,265.4998815,1.199930648,,,
2021-08-22,79.96,84.65,normal,0.0,0.0,398.4002354,1.194515156,,,
2021-08-23,80.61,84.93,normal,0.0,0.0,306.4161805,0.910131904,,,
2021-08-24,81.02,83.97,normal,0.0,-0.987336274,285.0046159,0.912216988,,,
2021-08-25,80.55,86.46,normal,0.0,0.0,381.6701667,0.980590713,,,
2021-08-26,81.77,86.24,normal,0.0,0.0,439.6091192,0.993755239,,,
2021-08-27,79.86,82.54,normal,0.0,0.0,389.7015872,0.947538457,,,
2021-08-28,81.98,86.9,normal,0.0,0.0,380.822974,0.875050622,,,
2021-08-29,82.15,85.25,normal,0.0,0.0,422.4627046,1.048803071,,,
2021-08-30,80.39,86.59,normal,0.0,0.0,282.0641802,1.057401746,,,
2021-08-31,79.7,83.75,normal,0.0,0.0,323.9237516,0.888375935,,,
2021-09-01,84.18,87.96,normal,0.0,0.0,383.5532408,1.091317248,,,
2021-09-02,81.28,83.51,normal,0.0,0.0,313.2563343,1.17527792,,,
2021-09-03,80.84,85.04,normal,0.0,0.0,347.4777193,1.007988454,,,
2021-09-04,82.21,85.47,normal,0.0,0.0,387.5521083,1.029178544,,,
2021-09-05,78.67,81.56,normal,0.0,0.0,335.5904177,0.986607189,,,
2021-09-06,82.85,88.09,normal,0.0,0.0,318.2228267,0.943500383,,,
2021-09-07,83.13,87.22,normal,0.0,0.0,238.0520477,0.989754354,,,
2021-09-08,80.43,83.02,normal,0.0,0.0,432.0931613,1.125161925,,,
2021-09-09,83.04,87.85,normal,0.0,0.0,340.8874017,0.822271082,,,
2021-09-10,81.96,86.28,normal,0.0,-2.762531451,359.8656023,1.009922573,,,
2021-09-11,81.6,86.51,normal,0.0,0.0,333.8593959,1.136891177,,,
2021-09-12,82.09,85.34,normal,0.0,0.0,299.9058913,0.895049799,,,
2021-09-13,87.29,92.25,normal,0.0,0.0,325.674053,0.933136836,,,
2021-09-14,80.9,85.31,normal,0.0,0.0,327.5790784,1.040935871,,,
2021-09-15,83.81,89.56,normal,0.0,0.0,368.1318112,0.864678801,,,
2021-09-16,82.89,87.62,normal,0.0,-1.518923358,410.7241843,0.926794137,,,
2021-09-17,85.7,89.31,political_instability,5.35,0.0,342.2237027,0.931917602,,,
2021-09-18,82.2,87.29,normal,0.0,0.0,331.8161137,1.076367653,,,
2021-09-19,85.88,90.74,normal,0.0,0.0,267.5513817,1.069955659,,,
2021-09-20,86.75,92.13,normal,0.0,0.0,382.4263862,0.947197494,,,
2021-09-21,79.35,84.0,normal,0.0,0.0,416.3659657,0.93411445,,,
2021-09-22,81.58,84.89,normal,0.0,0.0,433.9438228,0.9060791,,,
2021-09-23,81.71,86.59,normal,0.0,0.0,354.2408045,1.087939115,,,
2021-09-24,82.03,85.11,normal,0.0,0.0,312.7965775,1.091971785,,,
2021-09-25,83.31,88.07,normal,0.0,0.0,300.2101803,1.115042251,,,
2021-09-26,82.6,85.92,normal,0.0,0.0,383.8636637,0.982024991,,,
2021-09-27,83.96,88.01,normal,0.0,0.0,377.461957,0.924871205,,,
2021-09-28,85.15,89.14,normal,0.0,0.0,278.2087923,0.980715569,,,
2021-09-29,83.37,89.29,normal,0.0,0.0,383.8954216,1.082016791,,,
2021-09-30,82.9,87.37,normal,0.0,0.0,316.990318,1.026162692,,,
2021-10-01,82.52,85.13,normal,0.0,0.0,335.1065286,0.809134898,,,
2021-10-02,84.59,88.01,normal,0.0,0.0,416.5840445,0.83849318,,,
2021-10-03,85.05,89.45,normal,0.0,0.0,278.1794686,0.881618059,,,
2021-10-04,84.62,89.85,normal,0.0,0.0,296.1359703,1.094410088,,,
2021-10-05,86.8,91.56,normal,0.0,0.0,301.0182041,0.961589227,,,
2021-10-06,83.28,87.49,normal,0.0,0.0,302.11282,1.048563807,,,
2021-10-07,83.44,88.61,normal,0.0,0.0,434.5474715,0.885528031,,,
2021-10-08,77.83,81.29,normal,0.0,0.0,423.7747752,0.93547701,,,
2021-10-09,82.53,86.68,normal,0.0,0.0,461.1690527,1.145737616,,,
2021-10-10,84.22,88.67,normal,0.0,-1.414829049,382.0209527,1.034241252,,,
2021-10-11,83.7,88.47,normal,0.0,0.0,277.3482935,0.87275487,,,
2021-10-12,81.84,86.13,normal,0.0,0.0,389.2274445,0.888059056,,,
2021-10-13,80.69,86.36,normal,0.0,0.0,393.1676996,1.037432232,,,
2021-10-14,82.81,89.68,normal,0.0,0.0,325.4941766,1.036478535,,,
2021-10-15,80.99,82.81,normal,0.0,0.0,250.934434,0.939824511,,,
2021-10-16,80.72,84.23,normal,0.0,0.0,421.7617009,0.963036619,,,
2021-10-17,80.1,84.46,normal,0.0,0.0,347.0213537,1.007273569,,,
2021-10-18,82.63,86.47,normal,0.0,0.0,316.2478199,0.897235185,,,
2021-10-19,77.57,82.32,normal,0.0,0.0,315.5433675,0.852750836,,,
2021-10-20,84.27,89.53,normal,0.0,0.0,401.181303,0.924756962,,,
2021-10-21,85.23,89.38,normal,0.0,0.0,378.3303542,0.974163691,,,
2021-10-22,87.21,92.74,normal,0.0,0.0,327.0049794,0.944047155,,,
2021-10-23,80.68,84.2,normal,0.0,0.0,260.227871,1.07182921,,,
2021-10-24,79.9,84.29,normal,0.0,0.0,341.664191,1.223539745,,,
2021-10-25,81.4,86.19,normal,0.0,0.0,354.6165773,1.056374135,,,
2021-10-26,84.8,87.62,normal,0.0,-1.428383957,347.3112186,0.833963015,,,
2021-10-27,78.27,83.51,normal,0.0,-2.992820567,370.0352769,1.136603393,,,
2021-10-28,85.4,89.42,normal,0.0,0.0,381.9146518,0.865971532,,,
2021-10-29,81.84,85.41,normal,0.0,0.0,383.9042626,0.966137888,,,
2021-10-30,82.82,85.77,normal,0.0,0.0,294.9450285,1.018275951,,,
2021-10-31,81.37,84.37,normal,0.0,0.0,391.654164,0.971711931,,,
2021-11-01,79.26,84.58,normal,0.0,0.0,273.6864984,0.974061849,,,
2021-11-02,84.23,88.98,normal,0.0,0.0,334.9749235,0.92404718,,,
2021-11-03,83.15,86.63,normal,0.0,0.0,205.8633581,0.881193358,,,
2021-11-04,82.04,84.86,normal,0.0,0.0,344.0928126,0.967215697,,,
2021-11-05,77.17,80.32,normal,0.0,0.0,398.3499675,1.045256244,,,
2021-11-06,82.65,87.08,normal,0.0,0.0,401.524825,1.083994446,,,
2021-11-07,79.92,84.33,normal,0.0,0.0,430.6414528,0.923561094,,,
2021-11-08,80.28,82.75,normal,0.0,0.0,246.7959101,1.005144119,,,
2021-11-09,79.95,83.32,normal,0.0,0.0,264.0537815,0.87737292,,,
2021-11-10,80.55,84.3,normal,0.0,0.0,372.4097214,1.185557735,,,
2021-11-11,82.4,86.53,normal,0.0,0.0,376.2268628,1.02836419,,,
2021-11-12,81.91,87.53,normal,0.0,0.0,414.740985,1.033659321,,,
2021-11-13,78.72,83.37,normal,0.0,0.0,344.7676131,1.054732781,,,
2021-11-14,78.23,81.49,normal,0.0,0.0,409.6032164,1.053748816,,,
2021-11-15,80.22,84.85,normal,0.0,0.0,311.321804,1.041130374,,,
2021-11-16,81.21,86.04,normal,0.0,0.0,332.8226815,1.057900691,,,
2021-11-17,79.34,84.27,normal,0.0,0.0,389.1808305,0.936093644,,,
2021-11-18,83.14,87.3,normal,0.0,0.0,252.5069711,0.882287411,,,
2021-11-19,80.02,86.27,normal,0.0,0.0,419.0029734,1.126927269,,,
2021-11-20,80.23,85.8,normal,0.0,0.0,451.3354393,1.011355774,,,
2021-11-21,83.55,88.87,normal,0.0,0.0,395.2194751,1.022582696,,,
2021-11-22,81.78,85.06,normal,0.0,0.0,408.2989491,1.132134326,,,
2021-11-23,81.46,85.71,normal,0.0,0.0,345.232479,1.022855072,,,
2021-11-24,77.33,80.76,normal,0.0,0.0,408.7253394,1.078842736,,,
2021-11-25,82.49,86.1,normal,0.0,0.0,374.7941954,1.153803204,,,
2021-11-26,83.85,87.32,normal,0.0,0.0,398.8626338,1.016282997,,,
2021-11-27,75.86,77.33,normal,0.0,0.0,394.7575115,1.027625137,,,
2021-11-28,77.74,83.43,normal,0.0,0.0,375.4037249,1.084728773,,,
2021-11-29,78.85,83.35,normal,0.0,-2.545676331,216.8344103,0.916281758,,,
2021-11-30,78.16,82.02,normal,0.0,0.0,362.0864093,0.972506465,,,
2021-12-01,80.97,84.57,normal,0.0,0.0,290.2509033,1.069722106,,,
2021-12-02,77.01,79.87,normal,0.0,0.0,434.0152874,1.089439314,,,
2021-12-03,77.8,80.96,normal,0.0,0.0,305.5369444,0.91226899,,,
2021-12-04,77.0,81.82,normal,0.0,0.0,344.7734918,1.024802577,,,
2021-12-05,79.11,83.32,normal,0.0,0.0,296.9468297,1.26163901,,,
2021-12-06,74.14,78.25,normal,0.0,0.0,425.1409083,1.065705916,,,
2021-12-07,77.77,81.31,normal,0.0,0.0,258.8797674,0.960151107,,,
2021-12-08,79.37,84.31,normal,0.0,0.0,299.1807678,0.977450638,,,
2021-12-09,79.77,83.17,normal,0.0,0.0,370.0875701,0.972384184,,,
2021-12-10,78.9,84.26,normal,0.0,0.0,333.2200767,0.851421941,,,
2021-12-11,77.05,80.0,normal,0.0,0.0,386.1762478,1.049740205,,,
2021-12-12,75.28,80.16,normal,0.0,0.0,397.2430746,1.017576178,,,
2021-12-13,79.07,82.01,normal,0.0,0.0,312.4613398,0.961047606,,,
2021-12-14,73.32,76.55,normal,0.0,0.0,343.2451707,1.038387382,,,
2021-12-15,79.07,83.9,normal,0.0,0.0,290.8661466,0.826897681,,,
2021-12-16,77.28,81.57,normal,0.0,0.0,376.8411091,1.016097383,,,
2021-12-17,76.02,79.97,normal,0.0,0.0,248.9724179,0.911300016,,,
2021-12-18,79.39,82.88,normal,0.0,0.0,294.0187423,0.911751955,,,
2021-12-19,73.11,75.81,normal,0.0,0.0,378.1199738,0.861699469,,,
2021-12-20,80.3,84.91,normal,0.0,0.0,395.5084997,1.013481351,,,
2021-12-21,79.41,83.32,normal,0.0,0.0,346.0806138,1.221467467,,,
2021-12-22,79.04,83.61,normal,0.0,0.0,353.829983,0.986759908,,,
2021-12-23,77.9,82.28,normal,0.0,0.0,359.1502184,1.025564288,,,
2021-12-24,78.36,83.42,normal,0.0,0.0,388.3424661,0.998869688,,,
2021-12-25,73.42,76.73,normal,0.0,0.0,296.162681,1.003751196,,,
2021-12-26,74.38,78.43,normal,0.0,0.0,390.5084039,1.032148844,,,
2021-12-27,74.68,77.98,normal,0.0,0.0,332.4911822,0.849532879,,,
2021-12-28,74.95,77.78,normal,0.0,0.0,405.8142813,0.972457953,,,
2021-12-29,75.88,80.3,normal,0.0,0.0,391.157298,1.029515296,,,
2021-12-30,75.17,78.89,normal,0.0,0.0,336.9093594,0.910036466,,,
2021-12-31,75.87,80.54,normal,0.0,0.0,314.8763389,1.004293899,,,
2022-01-01,76.93,81.0,normal,0.0,0.0,508.461875,0.933545216,,,
2022-01-02,72.93,76.2,normal,0.0,0.0,333.4098868,0.953435586,,,
2022-01-03,75.94,78.61,normal,0.0,0.0,291.3694369,0.89449436,,,
2022-01-04,72.99,77.13,normal,0.0,0.0,413.8001169,1.036063262,,,
2022-01-05,76.12,80.26,economic_data,1.72,0.0,353.8984949,0.999280984,,,
2022-01-06,72.34,76.75,normal,0.0,0.0,258.6050842,1.00843139,,,
2022-01-07,76.75,79.32,normal,0.0,0.0,399.156013,1.218161931,,,
2022-01-08,55.73,57.57,inventory_report,-18.21,0.0,254.5075551,0.801498319,,,
2022-01-09,74.05,76.73,normal,0.0,0.0,319.2567534,0.888200256,,,
2022-01-10,71.52,74.69,normal,0.0,0.0,383.1825174,1.112751217,,,
2022-01-11,73.74,76.43,normal,0.0,0.0,275.6772057,0.882321348,,,
2022-01-12,71.87,74.26,normal,0.0,0.0,297.8850217,0.966825615,,,
2022-01-13,75.01,77.79,normal,0.0,0.0,308.3700496,0.855357653,,,
2022-01-14,73.58,77.61,normal,0.0,0.0,422.0803119,0.980818464,,,
2022-01-15,74.6,78.69,normal,0.0,0.0,290.5882151,1.056581343,,,
2022-01-16,70.17,73.41,normal,0.0,0.0,368.9177929,0.913226393,,,
2022-01-17,76.44,80.01,normal,0.0,0.0,356.7764734,0.965132005,,,
2022-01-18,74.08,78.95,normal,0.0,0.0,362.2038419,1.093587539,,,
2022-01-19,76.75,80.46,normal,0.0,0.0,250.0298238,1.120738445,,,
2022-01-20,75.05,77.65,normal,0.0,0.0,352.8648951,0.918602299,,,
2022-01-21,77.96,80.93,normal,0.0,0.0,392.9099138,0.971895314,,,
2022-01-22,73.12,76.41,normal,0.0,0.0,340.6887215,0.951136016,,,
2022-01-23,70.16,73.19,normal,0.0,0.0,402.632715,0.792502565,,,
2022-01-24,75.14,79.71,normal,0.0,0.0,451.5870086,1.185250925,,,
2022-01-25,73.02,77.42,normal,0.0,0.0,369.2635409,0.97417733,,,
2022-01-26,71.81,76.13,normal,0.0,0.0,350.454186,1.078414263,,,
2022-01-27,74.21,75.77,normal,0.0,0.0,326.0344299,0.986401097,,,
2022-01-28,71.24,74.07,normal,0.0,0.0,373.3411534,1.108416733,,,
2022-01-29,71.92,75.69,normal,0.0,0.0,406.3865273,0.97255543,,,
2022-01-30,74.61,79.7,normal,0.0,0.0,303.7812645,0.910753767,,,
2022-01-31,71.92,77.32,normal,0.0,0.0,353.8310363,0.913607447,,,
2022-02-01,70.92,73.87,normal,0.0,0.0,405.2841308,0.933131274,,,
2022-02-02,70.7,75.23,normal,0.0,0.0,305.3613815,0.92153778,,,
2022-02-03,72.8,78.62,normal,0.0,0.0,458.1813183,1.004386122,,,
2022-02-04,72.5,76.57,normal,0.0,0.0,276.2719121,0.894600391,,,
2022-02-05,73.18,78.17,normal,0.0,0.0,264.6519077,1.048745284,,,
2022-02-06,71.78,75.47,normal,0.0,0.0,356.6510518,0.94918646,,,
2022-02-07,74.76,78.56,normal,0.0,0.0,366.974059,1.043893471,,,
2022-02-08,71.36,75.39,normal,0.0,0.0,346.4744668,1.232567005,,,
2022-02-09,71.61,75.4,normal,0.0,0.0,344.583961,1.191732355,,,
2022-02-10,69.57,73.32,normal,0.0,0.0,394.1014664,0.996714885,,,
2022-02-11,70.44,74.72,normal,0.0,0.0,342.3119118,0.997839553,,,
2022-02-12,75.68,78.98,normal,0.0,0.0,388.3162142,1.006883811,,,
2022-02-13,74.03,76.99,normal,0.0,0.0,397.537026,0.907274656,,,
2022-02-14,72.18,76.85,normal,0.0,0.0,356.6404198,0.919751318,,,
2022-02-15,71.14,75.13,normal,0.0,0.0,394.4790729,0.89311008,,,
2022-02-16,67.21,70.36,normal,0.0,0.0,349.9140082,1.032775695,,,
2022-02-17,68.89,72.43,normal,0.0,0.0,285.7032712,1.066429951,,,
2022-02-18,70.79,75.72,normal,0.0,0.0,273.325187,1.056414221,,,
2022-02-19,73.35,75.35,normal,0.0,0.0,450.6858834,1.064251307,,,
2022-02-20,71.82,75.1,normal,0.0,0.0,385.2247178,0.876688823,,,
2022-02-21,71.66,76.58,normal,0.0,0.0,392.443945,0.989428873,,,
2022-02-22,70.56,74.45,normal,0.0,0.0,416.1141286,0.96750701,,,
2022-02-23,71.62,75.59,normal,0.0,0.0,347.217496,0.970838352,,,
2022-02-24,70.48,73.55,normal,0.0,0.0,315.2621708,1.075867845,,,
2022-02-25,71.98,75.82,normal,0.0,0.0,456.2418956,0.917901009,,,
2022-02-26,70.53,72.86,normal,0.0,0.0,414.941459,1.136973289,,,
2022-02-27,72.35,76.51,normal,0.0,0.0,331.4330762,0.950555422,,,
2022-02-28,73.55,77.31,normal,0.0,0.0,297.6225065,0.964546111,,,
2022-03-01,71.04,73.8,normal,0.0,0.0,348.8952135,1.109820658,,,
2022-03-02,70.07,73.3,normal,0.0,0.0,343.3807495,1.012196536,,,
2022-03-03,72.55,76.36,normal,0.0,0.0,351.1627901,0.907584425,,,
2022-03-04,72.3,75.26,normal,0.0,0.0,376.5384766,0.99871766,,,
2022-03-05,70.99,72.89,normal,0.0,0.0,307.7310569,1.196828017,,,
2022-03-06,73.34,77.46,normal,0.0,0.0,373.4587607,0.960418601,,,
2022-03-07,70.28,75.47,normal,0.0,0.0,406.7422747,1.051192361,,,
2022-03-08,73.02,77.03,normal,0.0,0.0,306.9392952,0.903698574,,,
2022-03-09,73.26,76.19,normal,0.0,0.0,341.3327579,1.032856487,,,
2022-03-10,71.2,75.09,normal,0.0,0.0,405.8416219,1.1074865,,,
2022-03-11,67.41,72.18,normal,0.0,0.0,338.1466468,0.961118634,,,
2022-03-12,73.31,77.17,normal,0.0,0.0,358.0661491,0.983674233,,,
2022-03-13,73.86,78.25,normal,0.0,0.0,391.6233724,0.851421658,,,
2022-03-14,71.72,75.69,normal,0.0,0.0,393.8074344,0.852591937,,,
2022-03-15,75.36,79.53,normal,0.0,0.0,286.2449577,1.158897292,,,
2022-03-16,75.21,79.97,normal,0.0,0.0,260.5071397,0.9807411,,,
2022-03-17,70.68,74.59,normal,0.0,0.0,285.2141449,0.959910507,,,
2022-03-18,74.4,78.26,normal,0.0,0.0,377.1705002,1.04609113,,,
2022-03-19,71.54,76.04,normal,0.0,0.0,343.474418,1.052558657,,,
2022-03-20,74.16,78.6,normal,0.0,0.0,326.7221257,1.08372858,,,
2022-03-21,75.54,79.11,normal,0.0,0.0,316.5145552,1.072643856,,,
2022-03-22,72.51,77.79,normal,0.0,0.0,327.4839319,1.051979408,,,
2022-03-23,74.51,78.09,normal,0.0,0.0,333.955493,0.914370988,,,
2022-03-24,72.0,75.82,normal,0.0,0.0,367.660128,0.985335731,,,
2022-03-25,70.69,75.87,normal,0.0,0.0,409.168837,0.966818974,,,
2022-03-26,75.69,80.17,normal,0.0,0.0,290.7476073,1.083145929,,,
2022-03-27,72.53,75.98,normal,0.0,0.0,350.9872483,1.002394311,,,
2022-03-28,75.09,80.16,normal,0.0,0.0,399.0452318,1.111285983,,,
2022-03-29,72.91,76.07,normal,0.0,0.0,309.1148322,1.114235215,,,
2022-03-30,75.54,78.99,normal,0.0,0.0,332.5479059,0.984554854,,,
2022-03-31,77.09,80.67,normal,0.0,0.0,353.5099731,1.112760654,,,
2022-04-01,67.81,69.91,economic_data,-2.49,0.0,356.6572539,0.96329354,,,
2022-04-02,74.87,79.58,normal,0.0,0.0,412.2802772,1.117436366,,,
2022-04-03,75.42,81.47,normal,0.0,0.0,336.2005113,1.059462645,,,
2022-04-04,74.77,78.05,normal,0.0,0.0,406.3607167,1.010769048,,,
2022-04-05,76.15,79.78,normal,0.0,0.0,389.16731,1.083610785,,,
2022-04-06,74.46,77.57,normal,0.0,0.0,372.4551214,1.075301517,,,
2022-04-07,72.25,76.42,normal,0.0,0.0,267.0156555,1.191890409,,,
2022-04-08,75.5,78.18,normal,0.0,0.0,344.5443349,1.070371409,,,
2022-04-09,75.44,77.8,normal,0.0,0.0,367.4217783,0.997125696,,,
2022-04-10,73.17,76.81,normal,0.0,0.0,390.7125505,1.088783636,,,
2022-04-11,73.69,76.57,normal,0.0,0.0,459.5112013,0.747725496,,,
2022-04-12,75.57,77.9,normal,0.0,0.0,367.5763843,1.072491315,,,
2022-04-13,73.87,76.32,normal,0.0,0.0,249.7687361,0.986020045,,,
2022-04-14,76.06,79.93,normal,0.0,0.0,298.9056766,0.893213226,,,
